Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Your CI system uses the same Claude instance to both generate implementation code for new features and then review the generated code for issues. Code reviews by this same-session instance rarely catch bugs that exist in the generated code, while reviews by fresh instances (without generation context) identify 3x more issues. What explains this reliability difference?",multiple-choice,The review prompt needs more explicit criteria instructing the model to critically examine its own output,Option A misunderstands that the issue isn't prompt quality—adding review instructions doesn't overcome the model's contextual awareness of its own reasoning.,"Session context bias: the same model retains its generation reasoning, making it less likely to question its own code, while fresh instances review more objectively and catch more issues","Self-review limitations are well-documented: models retain reasoning context from generation, making them less likely to catch their own errors. Independent review instances start fresh without that bias.","Generated code quality is lower when the model knows it will self-review, so using separate instances incentivizes better initial generation",Option C anthropomorphizes the model incorrectly.,Context window exhaustion from the generation phase leaves insufficient tokens for thorough review,"Option D misdiagnoses the cause—the issue is reasoning context continuity, not token exhaustion.",,,,,2,,Prompt Engineering & Structured Output
"Your CI pipeline provides test fixture paths and testing framework documentation to Claude via long prompt instructions repeated in every review. This consumes 8,000 tokens per request, increasing costs and reducing available context for actual code review. Where should this static project information be stored to reduce maintenance burden while ensuring consistent availability?",multiple-choice,Create a custom MCP tool that retrieves testing documentation on-demand when Claude needs it during review,"Option A over-engineers the problem—MCP tools are for actions and dynamic data retrieval, not static documentation.","Document testing standards, fixture conventions, and framework patterns in project-level CLAUDE.md, which Claude Code automatically loads for consistent context across all CI invocations","Project-level CLAUDE.md is designed for this use case: static project context that should be consistently available to all Claude Code invocations. CI runs with `claude -p` automatically load CLAUDE.md, providing a single source of truth that reduces maintenance burden and ensures all team members and CI jobs receive identical context.",Compress the documentation using prompt engineering techniques like abbreviations and acronyms to reduce token count,Option C reduces readability without solving the fundamental problem of maintaining static content across prompts.,Store documentation in a separate file and use `@import` syntax in each prompt to dynamically include it,"Option D misunderstands `@import`—it's for CLAUDE.md modularity within the configuration hierarchy, not for dynamic prompt inclusion.",,,,,2,,Claude Code Confi guration & Workfl ows
"Your CI code review system produces structured JSON findings with file paths, line numbers, severities, and descriptions. However, the schema allows the `description` field to be any string, and reviews sometimes return generic descriptions like ""Code quality issue"" without explaining what's wrong or how to fix it. How should you improve description quality while maintaining structured output?",multiple-choice,"Make `description` an object with required subfields: `problem_description`, `affected_code`, `suggested_fix`, and `reasoning`",Option A over-constrains the schema—breaking descriptions into rigid subfields may not fit all issue types naturally and reduces flexibility.,Add a validation step that rejects descriptions shorter than 50 characters and retries the review,Option B implements arbitrary length requirements that don't guarantee quality (padding doesn't equal actionability).,"Add few-shot examples in the review prompt showing detailed descriptions with specific problems and suggested fixes, demonstrating the expected format and depth","Few-shot examples are the most effective technique for achieving consistent quality and format in free-text fields within structured output. Examples show the model exactly what detailed, actionable descriptions look like.","Switch from JSON Schema to a free-form prompt requesting ""detailed, actionable feedback""","Option D abandons structured output entirely, creating parsing problems and losing the benefits of schema-enforced structure.",,,,,3,,Prompt Engineering & Structured Output
"Your CI pipeline analyzes a monorepo with 8 microservices, each with its own API contracts and shared utility libraries. Reviews using a single `claude -p ""Review all changes""` call miss integration issues—a breaking change to a shared utility's function signature is approved despite breaking 3 downstream services that depend on it. How should you restructure the review to catch cross-service integration issues?",multiple-choice,"Implement a two-phase review: first run focused per-service reviews analyzing local changes within each service boundary, then run a dedicated integration pass that examines shared utility interfaces and their consumers together","A two-phase review architecture addresses the limitations of single-pass analysis in complex monorepos. When reviewing all changes at once, Claude’s attention is diluted across multiple services, making it difficult to reason about cross-service dependencies. By first performing focused, per-service reviews, you ensure local correctness within each boundary. A dedicated integration pass then analyzes shared utilities alongside their downstream consumers, explicitly validating interface changes against real usage. This separation aligns with how LLMs handle context and improves detection of cross-service breaking changes.",Require developers to manually list all affected services in the PR description so Claude knows which codepaths to examine,"Option B shifts responsibility to developers and relies on them knowing all affected services, which they may not.",Run reviews only on the directly modified files and rely on the CI build step to catch integration failures through compilation errors,"Option C catches only compile-time errors, missing semantic breaking changes like altered return values or changed behavior that still compiles.","Increase the prompt detail by adding ""pay special attention to cross-service dependencies and shared utilities"" to improve Claude's focus on integration concerns",Option D's vague instruction doesn't provide the architectural separation needed—Claude still processes everything in one pass with diluted attention across diverse concerns.,,,,,1,,Prompt Engineering & Structured Output
"Your structured data extraction system processes invoice documents with 97% overall accuracy. However, when you segment accuracy by field type, you discover that ""line_item_totals"" extraction has only 78% accuracy while ""vendor_name"" achieves 99% accuracy. The system currently routes all extractions with confidence scores below 0.85 to human review, but reviewers report that most flagged items are actually correct vendor names, while incorrect line item totals often pass through with high confidence scores. What's the most effective way to improve review efficiency?",multiple-choice,Lower the global confidence threshold to 0.75 to reduce the number of correct vendor names flagged for review,Option A's global threshold reduction would increase review volume for already-accurate fields without targeting the problem area.,"Analyze accuracy by field type and apply field-specific confidence thresholds, routing low-confidence line_item_totals for review while reducing vendor_name review","Field-level confidence thresholds address the root issue: different fields have different accuracy profiles and require different review strategies. High-performing fields like vendor_name can use higher thresholds (reducing unnecessary review), while problematic fields like line_item_totals need lower thresholds (catching more errors).",Add more few-shot examples of line item calculations to the extraction prompt to improve accuracy across all fields uniformly,Option C may help but doesn't address the immediate review routing problem—the model is already confident on incorrect line items.,Implement a separate validation model that re-extracts flagged fields and only routes to human review when the two extractions disagree,Option D adds unnecessary complexity and latency when field-specific thresholds directly solve the stated problem.,,,,,2,,Context Management & Reliability
"Your extraction system uses tool_use with a strict JSON schema to extract purchase order data. The schema defines ""payment_terms"" as a required string field with enum values [""NET30"", ""NET60"", ""NET90"", ""IMMEDIATE""]. In production, you observe that 15% of extractions fail validation because documents contain non-standard payment terms like ""Due upon receipt"" or ""30 days from delivery"". The system currently returns an error and requires manual intervention for these cases. What schema modification would best handle this variability while maintaining structured output?",multiple-choice,"Change ""payment_terms"" from required to optional (nullable), allowing the system to return null for non-standard terms",Option A loses the payment terms information entirely by returning null—information that exists but doesn't fit the schema.,Expand the enum to include all observed payment term variations as additional enumerated values,"Option B requires ongoing schema updates as new variations emerge, creating maintenance burden and version compatibility issues.","Add an ""OTHER"" enum value and a separate ""payment_terms_detail"" string field to capture non-standard terms with their original text","The enum-with-other pattern handles both structured categorization and extensibility. Standard terms remain enumerated for downstream processing, while the detail field captures edge cases without losing information.","Remove the enum constraint entirely and accept any string value in the ""payment_terms"" field","Option D eliminates the benefit of structured categorization, forcing downstream systems to parse free text when most values fit standard categories.",,,,,3,,Prompt Engineering & Structured Output
"Your extraction pipeline is an Agent SDK coordinator that runs one agentic loop per document. Each loop iterates tool_use → schema validation → optional retry → end_turn. Production telemetry shows three distinct terminal stop_reasons across 10,000 documents: stop_reason=""end_turn"" after successful validation (94%), stop_reason=""max_tokens"" mid-extraction (4%), and stop_reason=""tool_use"" with a pending retry that the coordinator's max_iterations cut off (2%). Your current coordinator reports success whenever the loop exits without an exception. What's the correct architectural change?",multiple-choice,Route each terminal stop_reason to a distinct handler: end_turn → success; max_tokens → split the document and spawn sub-loops per chunk; tool_use at max_iterations → mark incomplete and escalate,"stop_reason is a semantic contract between the agent runtime and the coordinator, where each value represents a distinct execution outcome. end_turn indicates successful completion, max_tokens indicates resource exhaustion requiring task decomposition, and tool_use at the iteration boundary indicates an incomplete workflow with pending actions. Treating all terminal states as success violates this contract and leads to incorrect system metrics and missed work. A correct architecture must route each terminal condition to an appropriate handler, preserving correctness, recoverability, and observability.","Increase max_iterations and max_tokens globally so fewer loops hit the boundaries, then keep the single success path since most runs will end cleanly",Option B raises the boundary without fixing the classification — documents hitting the new boundary still need correct handling.,"Add a PostToolUse hook that catches validation failures and forces the agent to emit an end_turn before the token budget is exhausted, unifying the terminal states","Option C is architecturally wrong: hooks fire around tool execution, not at stop_reason boundaries, and can't convert an exhausted token budget into legitimate completion.","Switch the coordinator from a per-document loop to a single long-running agentic loop that processes all 10,000 documents, so max_tokens and max_iterations become irrelevant","Option D replaces bounded per-document loops with an unbounded monolithic loop, losing the isolation that makes per-document retries and routing possible.",,,,,1,,Agentic Architecture & Orchestration
"roduction logs show that your invoice extraction system frequently produces mismatches between calculated_total (derived from line items) and stated_total (from the document). Analysis reveals:
60% are rounding differences
30% are genuine math errors in the source document
10% are extraction errors (e.g., misread digits)

Your downstream accounting system currently rejects all mismatches.
How should you redesign the system to handle these discrepancies appropriately?",multiple-choice,"Implement a tolerance threshold in the downstream system that accepts matches within $1.00 or 0.1%, automatically approving the stated total",Option A solves rounding issues but allows genuine math errors and extraction errors to pass through—the tolerance can't distinguish between error types.,"Extract both totals, flag discrepancies in a ""total_mismatch"" boolean field, categorize the discrepancy type (rounding/math_error/extraction_error), and route each category appropriately","Structured discrepancy reporting enables appropriate handling for each error type. Rounding differences can be auto-approved with tolerance rules, source document math errors need vendor resolution, and extraction errors need re-extraction or human review.",Add a validation step that forces the model to recalculate totals and retry extraction when discrepancies occur,Option C (retry-based validation) won't fix source document math errors (the information to recalculate correctly isn't available) and adds latency for cases where the stated total is authoritative regardless of line item calculations.,"Modify the schema to extract only stated_total, eliminating the calculated field to prevent discrepancies",Option D loses valuable validation data—the calculated total helps identify both source errors and extraction errors.,,,,,2,,Prompt Engineering & Structured Output
"Your system extracts structured data from research papers with varied citation formats. The prompt instructs the model to extract ""publication_date"" in YYYY-MM-DD format, but validation logs show frequent errors: papers with only publication years return ""2023-01-01"" (hallucinated month/day), papers with ""Spring 2023"" return parsing errors, and papers with multiple dates (submission, acceptance, publication) return inconsistent values. What combination of schema and prompt changes would most reliably handle this variability?",multiple-choice,"Make publication_date a required string field, add few-shot examples showing extraction of year-only dates as ""2023-00-00"", and add a separate ""date_precision"" enum field indicating YEAR/MONTH/DAY/SEASON/UNKNOWN.","Option A invents a non-standard ""2023-00-00"" string that is not valid ISO 8601 and still pressures the model into a fixed string shape.","Keep the YYYY-MM-DD format requirement, but add retry logic that asks the model to default to January 1st for missing month/day and to convert seasonal dates to quarters.",Option B instructs the model to hallucinate January 1st for missing components—exactly the fabrication pattern Task 4.3 warns against.,"Create separate nullable date fields (submission_date, acceptance_date, publication_date) and extract year as integer, month as integer (1-12 or null), day as integer (1-31 or null).","Claude documentation explicitly calls for designing schema fields as optional (nullable) when source documents may not contain the information, preventing the model from fabricating values to satisfy required fields. Separating submission/acceptance/publication into distinct fields eliminates the multi-date ambiguity, and making month and day independently nullable integers lets the model faithfully represent year-only or seasonal precision without hallucination.","Switch to extracting the original date string exactly as it appears in the document, then use a post-processing library to normalize formats.","Option D discards structure, pushing parsing and precision determination into brittle downstream code.",,,,,3,,Prompt Engineering & Structured Output
"Your extraction agent runs an agentic loop where tool_use emits a candidate extraction, a PostToolUse hook validates it against the JSON schema, and on failure the hook injects the validation error back into the conversation so the next turn can retry. Telemetry shows three distinct loop behaviors: format errors (bad date parsing) converge in 1-2 turns at 95% success, missing optional fields converge in 2-3 turns at 40% filled-in rate, but when a required field is genuinely absent from the source the loop burns its full max_iterations budget and terminates with stop_reason=""end_turn"" carrying a hallucinated value. What's the correct agentic-loop architecture fix?",multiple-choice,Increase max_iterations so the agent has more turns to find the missing information before giving up,Option A makes the hallucination worse by giving more turns for it to compound.,"Classify the validation error inside the hook: for format and optional-field errors, inject the error and continue the loop; for truly-absent required fields, have the hook terminate the loop deterministically with an ""information_not_found"" signal instead of prompting another retry","The hook is the correct architectural layer to branch on error semantics, because it sits at the agentic loop's decision point between turns. When the error is recoverable (format, optional fields) feeding it back is productive — the needed information exists in the source. When the error is ""information not found,"" injecting it triggers the model's pressure-to-satisfy-validation bias and hallucination grows with each added turn. Deterministically terminating the loop from the hook (not probabilistically nudging the agent) is the fix; human review takes over from there.",Remove the PostToolUse hook and let the agent self-validate via a reflective reasoning turn before emitting its final tool_use,"Option C replaces deterministic hook-based control with probabilistic self-reflection, discarding the structured isError signal entirely.",Leave the loop architecture unchanged and strengthen the system prompt to forbid the agent from fabricating values when required fields are absent,Option D is a prompt-level nudge against a structural incentive — probabilistic compliance cannot fix an architectural driver.,,,,,2,,Agentic Architecture & Orchestration
"Your lab-report extraction system is an Agent SDK coordinator. For each report it must produce LOINC-coded results. You're choosing the orchestration topology: the coordinator could run one big agentic loop that both extracts raw test names and resolves them to LOINC codes, or it could decompose the task across specialized subagents. Error analysis shows that when the extractor and the LOINC-resolver share one loop, tool-selection accuracy degrades (the agent sometimes resolves a name it never extracted, or extracts a value it skips resolution for), and context accumulates from both concerns so the coordinator has no budget left to audit the result. What's the correct multi-agent architecture?",multiple-choice,Keep a single agentic loop but add explicit tool_use schemas for each sub-concern and rely on the model's self-planning to sequence the calls correctly,Option A keeps the fused loop that is already failing in production — renaming schemas doesn't fix the root cause.,Decompose into a coordinator that spawns an extraction subagent (raw text) and a LOINC-resolver subagent (mapping); the coordinator manages handoffs and retains context budget to audit the final record.,Coordinator-subagent decomposition is the correct architectural pattern when a pipeline has distinct cognitive concerns (raw extraction vs. authoritative code lookup) and the shared-loop version is measurably degrading tool selection and context hygiene. Each subagent runs its own bounded agentic loop with a focused tool set; the coordinator orchestrates handoffs and audits the merged record with its remaining context budget.,Keep the single loop and add a PostToolUse hook that rewrites each extraction tool call into an extract-then-resolve pair at execution time,"Option C misuses PostToolUse hooks: hooks are for inspecting and transforming tool results deterministically, not for rewriting the agent's plan to manufacture additional tool calls.",Keep the single loop and enlarge the system prompt with explicit step-by-step instructions and a JSON reference table mapping common names to LOINC codes,"Option D makes the shared loop even heavier by adding a reference table, worsening the context-pressure problem the decomposition is meant to solve.",,,,,2,,Agentic Architecture & Orchestration
"Your invoice extraction system runs in batch mode overnight processing 5,000 documents using the Message Batches API. You track accuracy by comparing extracted values to manual review on a sample of 200 invoices. After three weeks, you calculate 96.5% accuracy overall. However, when you segment accuracy by document type, you discover: standard invoices (80% of volume) have 98.5% accuracy, credit memos (15% of volume) have 89% accuracy, and international invoices with currency conversion (5% of volume) have 78% accuracy. Your manager proposes reducing the manual review sample to 50 invoices since accuracy is ""well above the 95% target"". What's the most appropriate response?",multiple-choice,"Agree to reduce the sample size since overall accuracy exceeds the target, and use stratified random sampling to ensure all document types remain represented","Option A's reduced sample size hides low-performing segments behind the aggregate metric—the current 200-document sample likely contains only 10 international invoices (5%), too few to reliably measure 78% accuracy.","Keep the current sample size but implement stratified sampling to ensure proportional representation: 160 standard invoices, 30 credit memos, 10 international invoices","Option B's proportional representation perpetuates the problem: it would allocate only 2-3 samples to international invoices (5% of 50), providing no visibility into the worst-performing segment.",Increase the sample size for underperforming document types (credit memos and international invoices) while maintaining or reducing sampling of high-performing standard invoices,Stratified sampling weighted toward problem areas efficiently allocates review effort. Standard invoices are proven reliable (98.5%) and can be lightly sampled for monitoring. Credit memos and international invoices are below target and need intensive sampling to measure improvement efforts and catch systemic errors.,Maintain the current 200-document sample size but resample monthly to detect accuracy drift over time,Option D doesn't address the immediate problem of hidden poor performance in specific document types.,,,,,3,,Context Management & Reliability
"Your extraction system processes contracts with tool_use and a JSON schema requiring ""contract_value"" (number), ""currency"" (string), and ""payment_schedule"" (array of payment objects). Validation logs show that 12% of extractions fail because the model returns contract_value as a string with currency symbols and commas (e.g., ""$1,450,000.00"" instead of 1450000). You implement a retry-with-error-feedback loop that sends validation errors back to the model, which improves success to 94%, but adds 2.3 seconds average latency per document. What's the most effective way to achieve reliable extraction without the latency penalty?",multiple-choice,"Add few-shot examples to the initial extraction prompt showing numeric values extracted without currency symbols or formatting, preventing the format error before it occurs",Few-shot examples demonstrating the required format prevent errors at the source with no latency penalty. The model sees concrete examples of numeric extraction without formatting and generalizes correctly.,"Keep the retry loop but implement it asynchronously: accept the formatted string initially, normalize it via regex post-processing, and only retry if normalization fails","Option B's async retry with post-processing adds complexity; if regex can reliably normalize the values, the retry loop becomes unnecessary.","Modify the JSON schema to accept contract_value as a string, then implement post-processing that parses and normalizes the value after extraction","Option C (schema modification + post-processing) works but accepts that the model will continue producing formatted strings, requiring ongoing post-processing infrastructure.","Use tool_choice to force calling two separate tools sequentially: first extract_contract_text to get the raw text, then parse_contract_value to convert it to a number",Option D's two-tool sequential approach adds API latency (two tool calls instead of one) without solving the underlying issue—the parsing tool would face the same formatting challenges.,,,,,1,,Prompt Engineering & Structured Output
"Your medical-records pipeline must extract both structured data (patient demographics, test results) and unstructured clinical notes from the same document. Your initial architecture runs one big agentic loop that extracts everything. In production, numbers from narrative notes (""patient appears 10 years older than stated age"", ""5x normal value"") leak into the structured fields — patient_age becomes 10, test_results contains multipliers. The loop has no way to prevent leakage because both concerns share the same reasoning trace and tool-call history. What multi-agent architectural decomposition fixes the root cause?",multiple-choice,Keep the single loop but add tighter schema field descriptions so the agent better distinguishes demographic numbers from narrative numbers,Option A keeps the fused loop where the contamination originates — sharper descriptions cannot sever two concerns that share the same reasoning trace.,"Decompose into a coordinator that spawns two subagents with disjoint responsibilities: a structured-data subagent and a narrative-summary subagent; the coordinator merges their outputs, using bounded loops to prevent cross-concern contamination.","Coordinator-subagent decomposition with disjoint scopes is the architectural fix for cross-concern contamination: because each subagent's agentic loop operates over only its own source segments with its own tool set, narrative reasoning cannot leak into the structured subagent's outputs (it never sees them). The coordinator merges clean results from both.",Keep the single loop and add a post-extraction validation tool that range-checks each numeric field and triggers a retry turn when outliers are detected,"Option C catches some errors after the fact via range checks but cannot distinguish legitimate outliers (95-year-old patients) from contaminated values, and it loops back into the same fused architecture.",Keep the single loop but instruct the agent via the system prompt to ignore numbers that appear in narrative context when filling structured fields,Option D is a probabilistic prompt nudge against a structural driver of error and does not address the single-loop root cause.,,,,,2,,Agentic Architecture & Orchestration
